gene_name	n_lineages	n_transcripts	lineages	transcripts
ARHGAP4	2	2	neurons,microglia	ISOT-3185-62f6-fbde-e3db:s153907350:e153926300:AP:FL,ISOT-e214-7155-4f82-587a:s153907350:e153926250:NC:FL
ARHGDIA	3	3	neurons,astrocytes,microglia	ISOT-29f6-e612-fa02-8ef8:s81867700:e81871350:AP:FL,ISOT-4d6a-0ad2-100c-7b2d:s81867700:e81871350:NC:FL,ISOT-d867-f1c5-8ea9-9aac:s81867700:e81871350:NC:FL
ARHGDIB	3	4	neurons,astrocytes,microglia	ISOT-4354-00e8-df0e-aa80:s14942000:e14961350:AP:FL,ISOT-72ca-11ef-a3f8-c9ca:s14942000:e14961650:AP:FL,ISOT-88b6-195e-bcae-16b5:s14942000:e14961650:AP:FL,ISOT-cc3c-1484-cfc6-1f21:s14942000:e14961600:NC:FL
ARID4A	3	2	neurons,astrocytes,microglia	ISOT-42df-7452-4c18-f303:s58298500:e58373750:AP:FL,ISOT-dcb7-91b3-a1b1-3c6d:s58331250:e58365350:AP:FL
ARID4B	3	2	neurons,astrocytes,microglia	ISOT-604d-00fa-569d-380c:s235166900:e235328200:AP:FL,ISOT-8cf5-b802-1dc1-0b36:s235220300:e235328300:AP:FL
ARID5A	2	2	neurons,microglia	ISOT-1ec6-9208-f8c1-4a0f:s96536750:e96552650:AP:FL,ISOT-66b8-8dff-1acd-9fec:s96536750:e96552650:AP:FL
ARL16	3	2	neurons,astrocytes,microglia	ISOT-204c-5906-dff0-92d8:s81681150:e81683800:EC:FL,ISOT-a6d2-ff5e-a597-817c:s81681150:e81683800:AP:FL
ARL2	2	2	neurons,microglia	ISOT-60ff-76f3-e17c-a825:s65014150:e65022200:AP:FL,ISOT-b200-7ef8-f320-b4a7:s65014150:e65022200:AP:FL
ARL4C	3	2	neurons,astrocytes,microglia	ISOT-0000-0000-0000-6b86:s234493000:e234497100:AP:FL,ISOT-d4fc-802f-76b0-77e7:s234493000:e234497100:AP:FL
ARL6IP4	3	6	neurons,astrocytes,microglia	ISOT-21ec-b820-22b9-6fe6:s122980650:e122982950:EC:FL,ISOT-53fb-2ce4-0bda-4115:s122980650:e122982950:AP:FL,ISOT-57bf-0b21-3414-141c:s122980150:e122982950:AP:FL,ISOT-6030-819d-a7f0-5c01:s122980650:e122982950:AP:FL,ISOT-9a2a-670d-97df-a9ae:s122980050:e122982950:AP:FL,ISOT-d312-9d9f-6224-5e7d:s122980700:e122982950:EC:FL
ARMCX3	3	3	neurons,astrocytes,microglia	ISOT-044d-ca1d-dc13-8e68:s101623150:e101627850:AP:FL,ISOT-09b6-5e48-c822-54e1:s101623100:e101640350:AP:FL,ISOT-7236-cec9-0d4b-1a61:s101622750:e101627850:AP:FL
ARMCX6	3	2	neurons,astrocytes,microglia	ISOT-6c7e-3215-4d09-b4ca:s101615100:e101618050:AP:FL,ISOT-7bd5-5ed4-d5f5-5fc6:s101615100:e101617950:AP:FL
ARMT1	2	2	neurons,microglia	ISOT-2a74-be20-a597-1060:s151452450:e151470150:AP:FL,ISOT-9fcf-b4b4-81b7-56cb:s151452450:e151470150:NC:FL
ARPC1B	3	6	neurons,astrocytes,microglia	ISOT-2fbb-c220-5462-c8ac:s99374700:e99394750:AP:FL,ISOT-44bd-a08f-c43a-4a88:s99374700:e99394850:EC:FL,ISOT-5414-0357-ea60-88d7:s99374700:e99394750:AP:FL,ISOT-7575-0943-069c-c63e:s99374650:e99394850:AP:FL,ISOT-c862-98cb-bf34-1b7c:s99374700:e99394850:AP:FL,ISOT-ecec-3ba2-1e03-1108:s99374700:e99394850:AP:FL
ARPC2	3	2	neurons,astrocytes,microglia	ISOT-a738-a10e-a8a5-f98e:s218217200:e218254400:AP:FL,ISOT-ed53-f143-df68-0cf7:s218217150:e218254350:AP:FL
ARPC5	3	3	neurons,astrocytes,microglia	ISOT-5220-c68e-4193-7df7:s183626150:e183636000:AP:FL,ISOT-88fd-c688-bc15-51dd:s183627350:e183635750:NC:FL,ISOT-8e63-9c65-dbe5-d02d:s183620800:e183635800:AP:FL
ASAH1	3	4	neurons,astrocytes,microglia	ISOT-1257-3999-ef3b-0a88:s18066750:e18084150:AP:FL,ISOT-7e4e-265d-a747-3a08:s18056450:e18084100:EC:FL,ISOT-c51f-b3be-706e-5065:s18056400:e18084150:NC:FL,ISOT-cf3b-5d64-41cb-3120:s18056400:e18085000:EC:FL
ASB8	2	2	neurons,microglia	ISOT-1f31-0032-2e4f-2a63:s48147750:e48157550:AP:FL,ISOT-3c1e-ab6f-139f-1550:s48147750:e48157600:AP:FL
ASCC3	3	3	neurons,astrocytes,microglia	ISOT-433b-be54-b387-0386:s100800350:e100881700:AP:FL,ISOT-bd09-e5ae-3c9c-a698:s100800350:e100881350:NC:FL,ISOT-eba7-7b9c-1166-c155:s100508150:e100881350:AP:FL
ASH1L	3	2	neurons,astrocytes,microglia	ISOT-908e-2367-0639-fbc6:s155335250:e155562850:AP:FL,ISOT-f060-3d78-e027-5b67:s155459750:e155562850:AP:FL
ASRGL1	3	3	neurons,astrocytes,microglia	ISOT-7a04-2dd0-1b93-1819:s62337450:e62357250:AP:FL,ISOT-909a-66de-8371-8c5d:s62337400:e62393450:AP:FL,ISOT-fbd8-6a17-6b0e-f7d4:s62337450:e62393450:AP:FL
ASS1	3	2	neurons,astrocytes,microglia	ISOT-7c95-e58f-6b08-d3b7:s130444950:e130501300:AP:FL,ISOT-e2ee-1120-ca45-6df7:s130444950:e130501300:AP:FL
ASXL3	3	3	neurons,astrocytes,microglia	ISOT-9518-4a99-93a9-5324:s33578200:e33751200:AP:FL,ISOT-9e2f-ea84-43af-668c:s33578200:e33751200:AP:FL,ISOT-b844-638d-8ba5-cd17:s33578200:e33751200:AP:FL
ATAD1	3	2	neurons,astrocytes,microglia	ISOT-b1a9-6c25-d414-a9f2:s87751500:e87818250:AP:FL,ISOT-f677-7a15-1c26-71b0:s87751500:e87818200:AP:FL
ATAD2	2	2	neurons,astrocytes	ISOT-8324-7f53-bec1-d403:s123319850:e123396450:AP:FL,ISOT-8ba3-5651-33e4-d8a6:s123344500:e123396450:AP:FL
ATAT1	3	3	neurons,astrocytes,microglia	ISOT-7268-d8de-1d7c-3148:s30626850:e30644700:AP:FL,ISOT-9639-a84c-df37-3f16:s30626850:e30644700:NC:FL,ISOT-e456-d240-3dd6-a097:s30626850:e30644700:AP:FL
ATE1	3	2	neurons,astrocytes,microglia	ISOT-c13a-bb40-9d54-ac2e:s121902250:e121928100:AP:FL,ISOT-e504-f77f-de64-e1b3:s121899300:e121928450:AP:FL
ATF4	3	2	neurons,astrocytes,microglia	ISOT-9cf6-25c1-1df6-492b:s39520550:e39522700:NC:FL,ISOT-c668-2750-9b76-bdda:s39520550:e39522700:AP:FL
ATF5	3	2	neurons,astrocytes,microglia	ISOT-6d99-352c-2cd5-2a0d:s49928700:e49931850:AP:FL,ISOT-bb42-6960-373c-2bab:s49929200:e49933950:AP:FL
ATP13A2	2	2	astrocytes,microglia	ISOT-e02d-4772-2143-dd6e:s16985950:e16991850:NC:FL,ISOT-fb6f-ca35-0bdf-31f3:s16985950:e17011950:AP:FL
ATP1A1	2	4	neurons,microglia	ISOT-01ba-81a7-ee20-1485:s116372750:e116404800:EC:FL,ISOT-447a-d899-8b35-7dfa:s116373200:e116404800:NC:FL,ISOT-93e4-a1f1-19ec-2dda:s116373200:e116404800:AP:FL,ISOT-a1d8-3065-869c-5942:s116373200:e116404800:AP:FL
ATP1B1	3	2	neurons,astrocytes,microglia	ISOT-9e02-0f71-b403-41eb:s169106300:e169131800:EC:FL,ISOT-e36f-fb88-6f70-957a:s169106650:e169132750:AP:FL
ATP2A2	3	4	neurons,astrocytes,microglia	ISOT-3e00-49cc-03b0-31bb:s110281650:e110347350:NC:FL,ISOT-8dd5-5b57-a68a-6982:s110281250:e110351100:AP:FL,ISOT-91e0-149a-42ab-00f1:s110281650:e110347350:NC:FL,ISOT-9f5e-8adf-90ed-ab73:s110345400:e110351100:AP:FL
ATP2B1	3	6	neurons,astrocytes,microglia	ISOT-0288-69c7-e662-41d1:s89590800:e89708850:DN:FL,ISOT-77a2-fa3c-95a3-02ba:s89626500:e89709350:NC:FL,ISOT-89ea-90d5-0b86-5d04:s89588000:e89708850:AP:FL,ISOT-bfdc-2bb2-c9d5-4379:s89630500:e89709050:AP:FL,ISOT-c904-20b1-9bb7-5b7a:s89589800:e89709350:EC:FL,ISOT-eec4-fdd4-1f36-57b9:s89630500:e89709450:AP:FL
ATP2B4	3	3	neurons,astrocytes,microglia	ISOT-0f27-f00f-e282-7696:s203626550:e203700950:AP:FL,ISOT-35b0-0b20-48f2-1d0b:s203626800:e203744100:AP:FL,ISOT-eafc-afee-d56d-7454:s203626800:e203744100:AP:FL
ATP5F1A	2	3	neurons,microglia	ISOT-69b4-3970-7d82-eaa8:s46084100:e46098300:NC:FL,ISOT-7b78-bf76-ab8a-e867:s46084100:e46104250:AP:FL,ISOT-b78b-cfd1-bd71-cb73:s46080200:e46098300:AP:FL
ATP5F1C	3	2	neurons,astrocytes,microglia	ISOT-0a8a-ed69-1511-6035:s7788150:e7807850:AP:FL,ISOT-3a38-8540-11ae-5936:s7788150:e7807850:AP:FL
ATP5IF1	3	3	neurons,astrocytes,microglia	ISOT-861c-2402-5f39-e5ac:s28236150:e28238100:AP:FL,ISOT-c1ad-91b3-e5de-a29d:s28236100:e28238150:AP:FL,ISOT-ee61-3412-930c-bf90:s28236100:e28238150:AP:FL
ATP5MC1	3	3	neurons,astrocytes,microglia	ISOT-0b61-20d9-214c-da4a:s48892750:e48895900:AP:FL,ISOT-6a54-8087-55da-ddd9:s48892750:e48895900:AP:FL,ISOT-a79b-c751-3ad7-8dc5:s48893200:e48895900:AP:FL
ATP5MC2	3	2	neurons,astrocytes,microglia	ISOT-50a9-6b0f-651e-ec13:s53665150:e53677450:AP:FL,ISOT-8b5d-6034-6f14-25ba:s53665150:e53676100:AP:FL
ATP5MC3	3	2	neurons,astrocytes,microglia	ISOT-583c-fc57-c40a-e5b9:s175178050:e175181750:AP:FL,ISOT-8c50-d682-4759-f0c3:s175178100:e175181700:AP:FL
ATP5ME	2	2	neurons,astrocytes	ISOT-1073-b1f1-775d-0663:s672400:e674300:AP:FL,ISOT-19e6-c9b3-b4fb-ea0c:s672400:e674150:AP:FL
ATP5MF	3	4	neurons,astrocytes,microglia	ISOT-2bd4-e6d2-4ae7-308a:s99458150:e99466200:AP:FL,ISOT-6e54-fe33-bddb-850a:s99448450:e99466200:DN:FL,ISOT-8feb-6d58-d454-9d7d:s99458150:e99466200:AP:FL,ISOT-b140-91b3-4175-ee08:s99458150:e99466200:AP:FL
ATP5MK	3	3	neurons,astrocytes,microglia	ISOT-2ddd-51da-5db7-f418:s103389050:e103396500:AP:FL,ISOT-5512-5c4c-986b-83fe:s103389050:e103396500:AP:FL,ISOT-cb01-03ec-de41-359a:s103389050:e103396500:AP:FL
ATP5PF	3	9	neurons,astrocytes,microglia	ISOT-436c-e517-1168-8827:s25724500:e25735650:DN:FL,ISOT-520d-7818-fd76-1535:s25724450:e25735700:AP:FL,ISOT-6082-ddc8-1605-9b56:s25724500:e25735650:DN:FL,ISOT-979e-3486-0465-1b54:s25724450:e25734950:AP:FL,ISOT-ab6f-07a6-bf7e-28a1:s25724500:e25734950:AP:FL,ISOT-ade7-4b8b-d768-86d7:s25724450:e25735650:AP:FL,ISOT-dbbe-7cff-1600-7c5c:s25724450:e25735650:AP:FL,ISOT-e4ea-2ca7-b0e9-354a:s25724500:e25735650:DN:FL,ISOT-f112-2e27-4676-195b:s25724500:e25735650:DN:FL
ATP6AP1	3	2	neurons,astrocytes,microglia	ISOT-8f98-1cb8-f93b-83b2:s154428650:e154436550:AP:FL,ISOT-ca19-5c29-51b4-3956:s154428650:e154436550:NC:FL
ATP6AP2	3	2	neurons,astrocytes,microglia	ISOT-7b0d-5d52-be14-d0bd:s40580950:e40606650:NC:FL,ISOT-dda9-6490-79f6-e04b:s40580950:e40606850:AP:FL
ATP6V0A1	3	2	neurons,astrocytes,microglia	ISOT-10d5-b1b0-6274-3ad4:s42520300:e42522600:AP:FL,ISOT-3ba5-c803-66c9-dc82:s42490500:e42522600:EC:FL
ATP6V0B	2	3	neurons,astrocytes	ISOT-03af-b144-c589-b08f:s43974900:e43978300:AP:FL,ISOT-d764-dcf6-18ef-bde3:s43974900:e43978300:AP:FL,ISOT-e347-f34d-a01c-fabc:s43974950:e43978300:AP:FL
ATP6V1C1	3	2	neurons,astrocytes,microglia	ISOT-2c8a-d483-f4d2-85ab:s103021050:e103073100:AP:FL,ISOT-a627-972f-be6f-5f5e:s103020950:e103063200:AP:FL
ATP6V1H	3	3	neurons,astrocytes,microglia	ISOT-75f5-0504-9989-d8f3:s53715550:e53843600:AP:FL,ISOT-d8ba-a169-8ced-0f54:s53831750:e53843300:AP:FL,ISOT-e39d-23d5-99f5-42d5:s53715500:e53843250:AP:FL
ATP8A2	3	2	neurons,astrocytes,microglia	ISOT-1128-12e4-6da0-8d98:s25468800:e25543850:AP:FL,ISOT-e780-e968-d465-9724:s25371950:e26025900:AP:FL
ATRAID	3	2	neurons,astrocytes,microglia	ISOT-2bc8-1ceb-a61b-6135:s27212350:e27217200:AP:FL,ISOT-408c-44d7-3b76-906f:s27212000:e27217200:AP:FL
ATRX	3	6	neurons,astrocytes,microglia	ISOT-0076-c111-76cb-8398:s77504850:e77786250:AP:FL,ISOT-3c40-22a5-5d74-d7ae:s77505700:e77634300:AP:FL,ISOT-6afc-54e2-67d0-3464:s77682300:e77786250:AP:FL,ISOT-8ab7-1904-27b1-5aa0:s77652200:e77682450:NC:FL,ISOT-bbd7-7633-ed48-25d2:s77654150:e77786250:AP:FL,ISOT-d7ef-2ee0-1dcf-a3e1:s77505700:e77786250:AP:FL
AURKAIP1	3	4	neurons,astrocytes,microglia	ISOT-365d-69e7-d19f-f99e:s1373700:e1375200:AP:FL,ISOT-3bd2-5e4f-cca9-08c5:s1373700:e1375200:AP:FL,ISOT-7d7e-76a5-98bf-bbb3:s1373700:e1375250:AP:FL,ISOT-9303-614f-dcfd-4cc6:s1373700:e1375200:AP:FL
B4GALT1	3	2	neurons,astrocytes,microglia	ISOT-81cd-e1f5-d3d8-e65f:s33110600:e33167200:NC:FL,ISOT-bb4c-5387-3a03-7038:s33110600:e33167350:AP:FL
B4GALT3	3	2	neurons,astrocytes,microglia	ISOT-1eaa-aee9-484c-2e0b:s161171300:e161177550:AP:FL,ISOT-4aa5-36ab-bfef-e875:s161171300:e161177500:EC:FL
BABAM1	2	2	astrocytes,microglia	ISOT-0ef3-896b-436f-8c8f:s17267350:e17279350:AP:FL,ISOT-468a-6a33-b754-a4ab:s17267400:e17279350:AP:FL
BACE2	3	2	neurons,astrocytes,microglia	ISOT-ab34-d78e-b66c-2318:s41168150:e41282550:AP:FL,ISOT-cee6-4a2a-d41d-fa1c:s41167800:e41276600:AP:FL
BACH1	3	2	neurons,astrocytes,microglia	ISOT-2181-129b-02a5-4588:s29298900:e29346150:AP:FL,ISOT-9545-2518-120b-6136:s29298750:e29326950:AP:FL
BAD	3	2	neurons,astrocytes,microglia	ISOT-0254-9a46-2718-2313:s64269800:e64284650:AP:FL,ISOT-2083-49e4-9005-3384:s64269800:e64284700:AP:FL
BAG3	3	2	neurons,astrocytes,microglia	ISOT-0c21-956c-7729-c8b3:s119651350:e119677850:AP:FL,ISOT-3d6d-bdc1-90ca-2231:s119651550:e119677850:NC:FL
BAG4	2	2	neurons,microglia	ISOT-c6e0-e1ae-4e8b-4674:s38176850:e38213350:AP:FL,ISOT-f2ca-48df-59a0-e291:s38176800:e38210500:NC:FL
BANF1	3	5	neurons,astrocytes,microglia	ISOT-5fb3-cf2e-89cb-965c:s66002500:e66004150:AP:FL,ISOT-9232-7073-2eda-e54d:s66002450:e66004150:AP:FL,ISOT-ad5b-f6ad-02a8-4a04:s66001750:e66004150:AP:FL,ISOT-bb95-19ce-dba2-4804:s66002200:e66004150:AP:FL,ISOT-bed9-a02a-8df1-79b7:s66002700:e66004150:AP:FL
BASP1	3	2	neurons,astrocytes,microglia	ISOT-0ab7-5dc3-445d-7193:s17216800:e17276850:AP:FL,ISOT-525a-c9b3-f0aa-9faf:s17217600:e17276850:AP:FL
BAX	3	2	neurons,astrocytes,microglia	ISOT-4dca-552a-081b-0615:s48954850:e48961800:AP:FL,ISOT-6b6d-9a80-28c1-69e0:s48954900:e48961800:AP:FL
BAZ1A	3	2	neurons,astrocytes,microglia	ISOT-4cd7-5c0c-8f45-c225:s34752700:e34874950:AP:FL,ISOT-923b-f83f-0162-d230:s34752700:e34875650:AP:FL
BAZ2A	3	2	neurons,astrocytes,microglia	ISOT-4e97-0ec3-c6a6-7525:s56595900:e56636400:AP:FL,ISOT-cb4b-91ca-6ca6-58c5:s56595550:e56630350:AP:FL
BBX	3	2	neurons,astrocytes,microglia	ISOT-ba11-71f2-c793-c086:s107522900:e107811350:AP:FL,ISOT-dc65-5a75-a81f-2a03:s107522950:e107811350:AP:FL
BCAP29	3	2	neurons,astrocytes,microglia	ISOT-311e-0eae-97f9-1e5e:s107580200:e107620500:AP:FL,ISOT-383f-1c44-ede5-70d2:s107580150:e107621900:AP:FL
BCAP31	3	3	neurons,astrocytes,microglia	ISOT-6f50-a28e-b39c-14ba:s153700450:e153724450:AP:FL,ISOT-b285-31ea-0a53-6cde:s153700450:e153724100:AP:FL,ISOT-d16a-e367-c2ff-cb10:s153700450:e153724400:AP:FL
BCAT1	3	3	neurons,astrocytes,microglia	ISOT-859f-d167-4e06-5a3f:s24810000:e24949150:AP:FL,ISOT-9040-b306-184d-d017:s24814800:e24902300:AP:FL,ISOT-cfce-fadb-ba68-9d85:s24817450:e24903100:AP:FL
BCAT2	3	2	neurons,astrocytes,microglia	ISOT-33b6-e00c-ccd9-7a13:s48795050:e48811050:AP:FL,ISOT-3a3a-4bc2-d412-e46b:s48795050:e48811050:AP:FL
BCCIP	3	3	neurons,astrocytes,microglia	ISOT-68cf-b4ee-84b3-a604:s125823500:e125836600:AP:FL,ISOT-7d4e-acd3-c360-a9c6:s125823500:e125842850:AP:FL,ISOT-ddbf-b585-d858-da30:s125823500:e125853700:AP:FL
BCKDK	3	2	neurons,astrocytes,microglia	ISOT-006f-c68a-d7fb-78e1:s31108350:e31112800:AP:FL,ISOT-8d49-7b1b-ac21-a3d2:s31108250:e31112600:AP:FL
BCL2A1	3	2	neurons,astrocytes,microglia	ISOT-0682-378e-93c4-5b0a:s79960850:e79971200:AP:FL,ISOT-c386-643b-360f-7355:s79960850:e79971200:AP:FL
BCL2L1	3	2	neurons,astrocytes,microglia	ISOT-f30e-75c1-c091-de6f:s31664450:e31723950:EC:FL,ISOT-f9f0-d576-62e5-bd04:s31664450:e31723600:AP:FL
BCLAF1	2	3	neurons,microglia	ISOT-3b6a-1e08-9076-2953:s136260500:e136289800:EC:FL,ISOT-8adc-c0f0-7910-237a:s136258550:e136289850:AP:FL,ISOT-e533-706b-add8-0d4c:s136269250:e136289900:AP:FL
BECN1	2	2	neurons,astrocytes	ISOT-32fa-7f37-9032-85f1:s42810100:e42824300:AP:FL,ISOT-bb4a-f093-7d58-7581:s42810100:e42824300:AP:FL
BEX2	3	2	neurons,astrocytes,microglia	ISOT-411d-62ac-9537-6e4d:s103309350:e103311000:AP:FL,ISOT-ae5e-3d67-5c33-5ec9:s103309300:e103311000:AP:FL
BEX3	3	3	neurons,astrocytes,microglia	ISOT-55f2-022a-df27-075f:s103376900:e103378100:AP:FL,ISOT-58eb-683f-11aa-1402:s103376350:e103378100:AP:FL,ISOT-bc25-3182-cbe5-e36a:s103376500:e103378200:AP:FL
BEX4	3	2	neurons,astrocytes,microglia	ISOT-37e0-fd2b-4b36-3a15:s103215100:e103217250:AP:FL,ISOT-f030-b4d8-234f-1592:s103215100:e103217100:AP:FL
BFAR	2	2	astrocytes,microglia	ISOT-1a7f-14d3-04a4-84c2:s14632900:e14650600:AP:FL,ISOT-d557-ba49-26f1-96d0:s14632950:e14669250:AP:FL
BGN	3	2	neurons,astrocytes,microglia	ISOT-0b41-1503-3a3c-f425:s153494950:e153509550:AP:FL,ISOT-212d-a9c6-1178-cdff:s153494950:e153509550:AP:FL
BID	3	2	neurons,astrocytes,microglia	ISOT-48aa-1c92-bf75-afdf:s17734100:e17774500:AP:FL,ISOT-8ce2-50c1-177e-c546:s17734150:e17774500:AP:FL
BIN1	2	2	neurons,astrocytes	ISOT-467b-4f39-53e7-c680:s127048000:e127107100:AP:FL,ISOT-6a5e-9abd-3aa0-3400:s127048000:e127107200:AP:FL
BIRC5	3	2	neurons,astrocytes,microglia	ISOT-8f18-0b5b-a4ac-5115:s78214150:e78216800:AP:FL,ISOT-b985-cdea-9d9d-cb0c:s78214250:e78225650:AP:FL
BLOC1S1	2	2	astrocytes,microglia	ISOT-0040-0493-fd8b-fd50:s55716000:e55719750:AP:FL,ISOT-805f-0e2c-8b8f-ff77:s55716250:e55719750:AP:FL
BLOC1S6	3	2	neurons,astrocytes,microglia	ISOT-34a4-efd0-4565-d1d3:s45587550:e45609750:AP:FL,ISOT-4968-8938-0ca4-fa15:s45587050:e45605500:AP:FL
BLTP1	3	3	neurons,astrocytes,microglia	ISOT-37d6-4886-5ce8-0f63:s122152400:e122362800:NC:FL,ISOT-76f9-8076-620a-1876:s122152350:e122362750:AP:FL,ISOT-f388-5ff1-a227-f59c:s122152350:e122235050:NC:FL
BLTP2	2	2	neurons,microglia	ISOT-177f-0e3c-9b9c-43ac:s28639050:e28645200:AP:FL,ISOT-6b0c-64bd-9b54-04ba:s28614450:e28620000:DN:FL
BMERB1	3	2	neurons,astrocytes,microglia	ISOT-4e8e-ef66-3493-0cf1:s15434150:e15568100:AP:FL,ISOT-821a-7ebd-fa60-67d5:s15434550:e15588300:AP:FL
BNIP2	3	2	neurons,astrocytes,microglia	ISOT-c9b7-453a-42ac-90e4:s59662850:e59689350:AP:FL,ISOT-f0cb-4843-8cff-494b:s59659100:e59689350:AP:FL
BOLA2-SMG1P6	3	2	neurons,astrocytes,microglia	ISOT-7555-0c06-26bc-7bd8:s29443250:e29454350:EC:FL,ISOT-bf48-9768-a2ff-19aa:s29443200:e29454350:AP:FL
BOLA3	3	2	neurons,astrocytes,microglia	ISOT-d15e-06df-525f-5ecd:s74135400:e74147950:AP:FL,ISOT-f4ac-76bf-b941-6f79:s74135400:e74147950:AP:FL
BORCS8	3	2	neurons,astrocytes,microglia	ISOT-8b99-f6c9-1324-923a:s19176900:e19192200:AP:FL,ISOT-d2aa-4505-8376-160f:s19181850:e19192600:AP:FL
BRD3	2	2	neurons,microglia	ISOT-5af6-8ca8-f27b-721b:s134030300:e134068050:AP:FL,ISOT-ff32-8aee-3c22-70f2:s134040150:e134068150:AP:FL
BRD7	2	2	astrocytes,microglia	ISOT-6f70-7647-6116-ee07:s50321950:e50368850:AP:FL,ISOT-b056-5c84-53eb-4b01:s50319050:e50368800:EC:FL
BRI3	3	2	neurons,astrocytes,microglia	ISOT-03c7-f1a1-c681-3808:s98281650:e98291550:AP:FL,ISOT-6b3c-2714-8801-2f20:s98281900:e98291550:AP:FL
BRK1	3	2	neurons,astrocytes,microglia	ISOT-2e02-0972-8145-a507:s10115650:e10127200:AP:FL,ISOT-a75f-5acf-7158-8153:s10115650:e10126950:DN:FL
BSCL2	3	2	neurons,astrocytes,microglia	ISOT-5dd7-9289-6d3b-e6a1:s62690250:e62707450:AP:FL,ISOT-9f17-5f64-0b8f-3fc7:s62690250:e62706350:AP:FL
BTF3	3	2	neurons,astrocytes,microglia	ISOT-5dc1-1a69-f7e4-7b65:s73498400:e73505500:AP:FL,ISOT-8207-74dc-f49a-f8c5:s73498400:e73505700:AP:FL
BTF3L4	3	3	neurons,astrocytes,microglia	ISOT-14e8-0825-8608-3888:s52056250:e52087200:AP:FL,ISOT-36e4-cdc9-49f9-fb85:s52056250:e52090750:AP:FL,ISOT-d46b-a8da-9184-9e6b:s52056300:e52088450:AP:FL
BTG1	3	2	neurons,astrocytes,microglia	ISOT-0a25-daad-f8bf-c133:s92143100:e92144700:AP:FL,ISOT-598f-7419-67bf-16b5:s92140250:e92145850:AP:FL
BTG2	3	2	neurons,astrocytes,microglia	ISOT-34ee-2fbf-d68a-aff0:s203305450:e203309600:AP:FL,ISOT-68d7-349b-6adc-e3ce:s203305500:e203309650:AP:FL
BUD31	3	2	neurons,astrocytes,microglia	ISOT-bcb7-b4ea-64bb-4c04:s99408600:e99419650:AP:FL,ISOT-c1b5-f64d-a3f5-6700:s99408950:e99419650:AP:FL
BZW1	3	3	neurons,astrocytes,microglia	ISOT-8dd9-39d0-7bb8-193c:s200811900:e200827350:AP:FL,ISOT-c649-dac6-0a31-420b:s200811900:e200822600:NC:FL,ISOT-ebc2-411c-888e-9b0a:s200811550:e200821300:AP:FL
C11orf58	3	2	neurons,astrocytes,microglia	ISOT-0988-8537-9c66-8d56:s16738600:e16758350:AP:FL,ISOT-ec9f-978a-896a-b97b:s16738650:e16748600:AP:FL
C11orf98	3	2	neurons,astrocytes,microglia	ISOT-7194-e263-1947-0a47:s62662800:e62665250:AP:FL,ISOT-aa4b-5709-e436-e8ca:s62662800:e62665200:AP:FL
C12orf57	3	2	neurons,astrocytes,microglia	ISOT-46bc-d222-cf35-1d4e:s6944000:e6946050:AP:FL,ISOT-a278-feb9-652a-16d4:s6943800:e6946050:AP:FL
C12orf76	3	2	neurons,astrocytes,microglia	ISOT-8902-5e7d-c038-787b:s110027000:e110048600:AP:FL,ISOT-c150-4294-5da6-c503:s110041150:e110048550:AP:FL
C15orf48	3	2	neurons,astrocytes,microglia	ISOT-2795-51cc-17f2-2a8d:s45430600:e45433450:AP:FL,ISOT-be8c-665f-cffd-be37:s45430600:e45433350:AP:FL
C16orf87	3	2	neurons,astrocytes,microglia	ISOT-563e-496e-8984-1912:s46802000:e46831200:DN:FL,ISOT-a3c5-793a-8728-2569:s46802050:e46831200:DN:FL
C19orf12	3	2	neurons,astrocytes,microglia	ISOT-a1f8-6189-92cb-757f:s29701150:e29715250:AP:FL,ISOT-b58d-d8f7-d84d-acee:s29698900:e29715300:AP:FL
C19orf33	3	2	neurons,astrocytes,microglia	ISOT-2428-f181-4a66-dc6a:s38304150:e38305050:AP:FL,ISOT-ce1a-cb7d-5616-ab28:s38304250:e38305050:AP:FL
C19orf53	3	2	neurons,astrocytes,microglia	ISOT-114f-b7a1-2190-a84c:s13774450:e13778800:AP:FL,ISOT-8be9-c725-ac1e-0683:s13774800:e13778500:AP:FL
C1D	3	2	neurons,astrocytes,microglia	ISOT-2b4b-ab0c-c8e3-44a8:s68042200:e68063050:EC:FL,ISOT-e551-2ac5-5eaf-3fc8:s68042200:e68063050:NC:FL
C1QA	3	3	neurons,astrocytes,microglia	ISOT-bd27-a538-3912-c92e:s22636400:e22639650:AP:FL,ISOT-fa05-726f-955a-e309:s22636650:e22639650:AP:FL,ISOT-fd56-5265-5f39-3c33:s22636600:e22639700:AP:FL
C1QC	3	4	neurons,astrocytes,microglia	ISOT-0c9c-8f70-00df-5e58:s22643600:e22648150:AP:FL,ISOT-533d-50ba-8286-23e7:s22643600:e22648150:AP:FL,ISOT-8001-cf7f-cef6-852f:s22643600:e22648150:AP:FL,ISOT-ab38-2da1-cf16-3b45:s22643600:e22648150:NC:FL
C1orf122	3	3	neurons,astrocytes,microglia	ISOT-480c-df4f-8031-84b8:s37807700:e37809450:AP:FL,ISOT-4afb-4669-0db9-86e0:s37806950:e37809500:AP:FL,ISOT-70e8-d136-a377-4834:s37807750:e37809500:AP:FL
